game,data,age,team,opp,result,started,minutes,fg,fga,fgp,fg3,fg3a,fg3p,ft,fta,ftp,orb,drb,totrb,ast,stl,blk,tov,fouls,points
80,1987-04-13,24-055,CHI,MIL,W (+7),1,41:00,16,31,.516,0,1,.000,18,22,.818,1,8,9,4,4,3,1,5,50
81,1987-04-16,24-058,CHI,ATL,L (-3),1,41:00,22,38,.579,0,3,.000,17,21,.810,5,5,10,1,4,1,3,3,61
82,1987-04-17,24-059,CHI,BOS,L (-3),1,25:00,5,15,.333,0,0,,7,7,1.000,1,3,4,8,0,2,1,2,17
1,1987-11-07,24-263,CHI,PHI,W (+10),1,38:00,15,25,.600,0,0,,6,10,.600,2,3,5,3,6,4,2,3,36
2,1987-11-10,24-266,CHI,ATL,W (+10),1,42:00,11,23,.478,1,3,.333,6,9,.667,0,6,6,7,1,1,3,3,29
3,1987-11-11,24-267,CHI,NJN,W (+9),1,40:00,10,20,.500,0,1,.000,11,13,.846,1,2,3,4,2,0,5,4,31
4,1987-11-13,24-269,CHI,NJN,W (+18),1,35:00,10,19,.526,0,0,,16,17,.941,3,4,7,5,6,1,3,1,36
5,1987-11-14,24-270,CHI,IND,L (-1),1,40:00,14,29,.483,0,0,,9,11,.818,3,2,5,5,4,1,3,3,37
6,1987-11-17,24-273,CHI,WSB,W (+4),1,36:00,10,18,.556,0,0,,6,6,1.000,0,3,3,7,2,1,3,3,26
7,1987-11-18,24-274,CHI,WSB,W (+2),1,40:00,9,21,.429,0,1,.000,12,12,1.000,1,2,3,8,3,1,2,3,30
8,1987-11-20,24-276,CHI,ATL,W (+2),1,40:00,10,22,.455,0,0,,13,14,.929,0,7,7,7,4,4,2,3,33
9,1987-11-21,24-277,CHI,DET,L (-12),1,44:00,17,38,.447,0,2,.000,15,17,.882,2,4,6,8,6,1,4,6,49
10,1987-11-23,24-279,CHI,BOS,W (+5),1,41:00,12,26,.462,0,0,,7,10,.700,4,6,10,3,4,0,5,5,31
11,1987-11-25,24-281,CHI,MIL,W (+2),1,39:00,13,24,.542,0,1,.000,7,8,.875,1,2,3,6,3,1,1,5,33
12,1987-11-27,24-283,CHI,DAL,L (-1),1,45:00,8,20,.400,0,1,.000,9,9,1.000,1,5,6,9,3,1,3,2,25
13,1987-11-28,24-284,CHI,HOU,W (+12),1,41:00,12,22,.545,0,1,.000,10,10,1.000,3,4,7,6,4,2,7,4,34
14,1987-12-01,24-287,CHI,GSW,W (+1),1,40:00,6,15,.400,0,0,,4,6,.667,0,6,6,9,3,1,3,2,16
15,1987-12-02,24-288,CHI,UTA,W (+4),1,39:00,17,27,.630,0,0,,13,16,.813,2,2,4,9,3,3,2,4,47
16,1987-12-04,24-290,CHI,DEN,L (-16),1,35:00,9,15,.600,1,1,1.000,4,5,.800,1,3,4,5,4,0,4,4,23
17,1987-12-05,24-291,CHI,SAS,L (-9),1,40:00,15,22,.682,0,2,.000,10,12,.833,1,1,2,8,1,0,6,3,40
18,1987-12-08,24-294,CHI,PHI,L (-13),1,42:00,14,26,.538,0,1,.000,5,6,.833,1,4,5,10,3,3,7,4,33
19,1987-12-10,24-296,CHI,MIL,W (+6),1,40:00,11,18,.611,0,0,,10,11,.909,1,6,7,4,3,1,3,2,32
20,1987-12-12,24-298,CHI,HOU,W (+9),1,40:00,16,28,.571,0,0,,12,12,1.000,0,3,3,9,5,5,3,3,44
21,1987-12-15,24-301,CHI,DET,L (-4),1,50:00,12,26,.462,1,2,.500,13,16,.813,3,5,8,12,3,1,2,6,38
22,1987-12-17,24-303,CHI,CLE,W (+11),1,41:00,20,31,.645,0,0,,12,12,1.000,0,3,3,6,4,1,2,2,52
23,1987-12-19,24-305,CHI,WSB,L (-13),1,43:00,12,23,.522,0,0,,6,8,.750,0,2,2,7,3,2,2,3,30
24,1987-12-22,24-308,CHI,DAL,L (-11),1,41:00,11,20,.550,0,1,.000,6,7,.857,4,2,6,7,4,2,4,4,28
25,1987-12-23,24-309,CHI,NYK,L (-1),1,39:00,5,15,.333,0,0,,6,9,.667,1,4,5,2,3,0,2,3,16
26,1987-12-26,24-312,CHI,IND,L (-14),1,34:00,6,22,.273,0,0,,5,6,.833,2,4,6,6,0,2,5,3,17
27,1987-12-29,24-315,CHI,ATL,L (-10),1,43:00,16,37,.432,0,2,.000,7,9,.778,6,2,8,6,5,0,2,5,39
28,1988-01-02,24-319,CHI,NJN,W (+23),1,37:00,9,19,.474,0,0,,7,7,1.000,3,7,10,10,6,3,1,4,25
29,1988-01-05,24-322,CHI,IND,W (+16),1,38:00,12,20,.600,0,0,,7,8,.875,6,5,11,9,4,5,2,5,31
30,1988-01-07,24-324,CHI,DEN,W (+4),1,42:00,11,22,.500,0,0,,6,11,.545,3,6,9,5,6,4,3,2,28
31,1988-01-09,24-326,CHI,UTA,W (+22),1,38:00,17,23,.739,0,0,,11,14,.786,1,2,3,8,4,0,1,3,45
32,1988-01-12,24-329,CHI,BOS,L (-7),1,43:00,19,35,.543,0,1,.000,4,5,.800,2,2,4,6,3,1,0,0,42
33,1988-01-14,24-331,CHI,CLE,L (-3),1,45:00,12,24,.500,0,1,.000,4,6,.667,3,1,4,7,1,2,4,3,28
34,1988-01-16,24-333,CHI,DET,W (+16),1,38:00,12,26,.462,0,0,,12,13,.923,4,6,10,10,4,4,3,3,36
35,1988-01-18,24-335,CHI,WSB,W (+14),1,39:00,13,19,.684,0,0,,7,10,.700,0,3,3,7,5,0,2,4,33
36,1988-01-19,24-336,CHI,ATL,L (-12),1,41:00,14,22,.636,0,0,,10,10,1.000,0,3,3,4,3,1,2,0,38
37,1988-01-22,24-339,CHI,PHO,W (+10),1,38:00,17,25,.680,0,0,,8,8,1.000,0,4,4,13,4,4,2,2,42
38,1988-01-23,24-340,CHI,GSW,W (+27),1,38:00,13,19,.684,0,0,,10,13,.769,3,4,7,8,3,1,2,5,36
39,1988-01-26,24-343,CHI,IND,L (-4),1,40:00,13,26,.500,1,1,1.000,7,10,.700,2,5,7,5,2,1,6,5,34
40,1988-01-27,24-344,CHI,PHI,W (+10),1,46:00,12,21,.571,1,1,1.000,12,12,1.000,2,2,4,7,2,1,2,5,37
41,1988-01-29,24-346,CHI,NJN,W (+27),1,27:00,14,18,.778,0,0,,4,5,.800,0,1,1,4,10,2,3,1,32
42,1988-01-30,24-347,CHI,NYK,W (+2),1,44:00,10,17,.588,0,1,.000,8,8,1.000,1,4,5,4,2,4,5,3,28
43,1988-02-01,24-349,CHI,SAC,L (-2),1,40:00,13,31,.419,0,0,,11,15,.733,0,5,5,3,5,2,4,4,37
44,1988-02-02,24-350,CHI,LAL,L (-9),1,40:00,14,26,.538,0,0,,11,11,1.000,1,1,2,4,3,1,3,3,39
45,1988-02-04,24-352,CHI,PHO,W (+12),1,37:00,14,27,.519,0,1,.000,9,11,.818,1,4,5,8,0,1,0,1,37
46,1988-02-09,24-357,CHI,DET,L (-15),1,42:00,7,22,.318,0,0,,6,8,.750,1,6,7,9,4,0,2,4,20
47,1988-02-10,24-358,CHI,NJN,L (-9),1,37:00,10,23,.435,0,2,.000,14,15,.933,2,2,4,4,1,3,3,3,34
48,1988-02-12,24-360,CHI,MIL,W (+2),1,43:00,9,19,.474,0,1,.000,9,10,.900,0,6,6,8,0,0,3,3,27
49,1988-02-13,24-361,CHI,DET,L (-9),1,40:00,9,22,.409,0,1,.000,9,10,.900,0,2,2,2,3,2,4,0,27
50,1988-02-15,24-363,CHI,ATL,W (+19),1,38:00,13,22,.591,0,0,,6,8,.750,3,10,13,8,5,2,2,2,32
51,1988-02-19,25-002,CHI,SAC,W (+21),1,38:00,19,27,.704,0,0,,11,14,.786,2,1,3,3,3,3,5,2,49
52,1988-02-21,25-004,CHI,CLE,L (-2),1,45:00,16,31,.516,0,2,.000,14,15,.933,1,3,4,9,3,1,3,3,46
53,1988-02-23,25-006,CHI,SEA,W (+7),1,48:00,11,29,.379,0,0,,17,20,.850,2,7,9,5,4,2,0,4,39
54,1988-02-26,25-009,CHI,POR,L (-8),1,43:00,21,34,.618,0,2,.000,10,12,.833,2,6,8,3,2,3,6,5,52
55,1988-02-27,25-010,CHI,MIL,L (-3),1,44:00,16,27,.593,0,0,,6,8,.750,1,1,2,3,3,3,3,5,38
56,1988-02-29,25-012,CHI,PHI,L (-1),1,46:00,13,22,.591,0,0,,9,13,.692,1,4,5,4,2,0,3,1,35
57,1988-03-03,25-015,CHI,PHI,W (+4),1,41:00,15,29,.517,0,0,,6,9,.667,0,10,10,7,3,2,5,4,36
58,1988-03-05,25-017,CHI,LAC,W (+24),1,27:00,9,13,.692,0,0,,3,4,.750,0,6,6,4,4,2,2,2,21
59,1988-03-07,25-019,CHI,NYK,L (-12),1,44:00,12,24,.500,0,2,.000,14,16,.875,1,9,10,3,1,0,4,4,38
60,1988-03-10,25-022,CHI,LAL,W (+21),1,42:00,17,34,.500,0,1,.000,4,4,1.000,5,4,9,7,3,1,2,2,38
61,1988-03-12,25-024,CHI,SAS,W (+20),1,34:00,9,22,.409,0,0,,10,12,.833,3,4,7,6,0,0,2,2,28
62,1988-03-15,25-027,CHI,CLE,W (+19),1,37:00,17,29,.586,0,0,,4,7,.571,4,2,6,1,2,1,2,2,38
63,1988-03-16,25-028,CHI,WSB,L (-3),1,39:00,10,23,.435,0,0,,5,5,1.000,3,1,4,5,0,2,3,2,25
64,1988-03-18,25-030,CHI,BOS,W (+10),1,42:00,19,32,.594,1,2,.500,11,11,1.000,2,3,5,9,5,1,1,4,50
65,1988-03-20,25-032,CHI,BOS,L (-30),1,39:00,10,18,.556,0,0,,6,8,.750,0,4,4,7,1,1,5,4,26
66,1988-03-23,25-035,CHI,PHI,W (+16),1,42:00,20,35,.571,0,1,.000,9,12,.750,5,8,13,2,0,2,0,4,49
67,1988-03-25,25-037,CHI,CLE,W (+1),1,48:00,14,29,.483,0,0,,11,13,.846,2,6,8,7,2,4,3,3,39
68,1988-03-26,25-038,CHI,IND,W (+9),1,42:00,16,27,.593,0,2,.000,6,9,.667,0,3,3,2,3,4,6,2,38
69,1988-03-29,25-041,CHI,SEA,L (-3),1,42:00,8,17,.471,0,0,,10,12,.833,1,3,4,4,2,2,6,3,26
70,1988-03-30,25-042,CHI,LAC,W (+17),1,34:00,15,25,.600,0,0,,6,6,1.000,2,4,6,4,6,0,2,3,36
71,1988-04-01,25-044,CHI,POR,W (+15),1,42:00,13,30,.433,1,2,.500,11,13,.846,4,7,11,7,3,0,3,5,38
72,1988-04-03,25-046,CHI,DET,W (+2),1,42:00,21,27,.778,0,1,.000,17,19,.895,2,2,4,6,2,2,1,4,59
73,1988-04-05,25-048,CHI,WSB,L (-11),1,42:00,12,20,.600,0,1,.000,5,8,.625,1,2,3,1,4,2,6,4,29
74,1988-04-06,25-049,CHI,MIL,W (+9),1,44:00,12,22,.545,0,0,,13,13,1.000,1,5,6,6,3,1,5,5,37
75,1988-04-08,25-051,CHI,NYK,W (+9),1,43:00,13,24,.542,0,0,,14,18,.778,3,3,6,3,8,1,3,4,40
76,1988-04-14,25-057,CHI,IND,W (+6),1,38:00,12,28,.429,0,2,.000,11,12,.917,2,4,6,3,3,1,2,3,35
77,1988-04-15,25-058,CHI,NJN,W (+1),1,39:00,11,20,.550,0,0,,6,8,.750,0,0,0,4,2,0,3,5,28
78,1988-04-17,25-060,CHI,MIL,W (+8),1,38:00,17,29,.586,0,1,.000,10,14,.714,1,2,3,6,4,3,2,4,44
79,1988-04-19,25-062,CHI,NYK,W (+3),1,40:00,18,27,.667,0,2,.000,11,13,.846,3,2,5,2,2,1,6,4,47
80,1988-04-21,25-064,CHI,BOS,L (-7),1,41:00,17,33,.515,0,2,.000,5,6,.833,3,0,3,8,2,1,4,5,39
81,1988-04-22,25-065,CHI,CLE,L (-4),1,42:00,12,26,.462,0,0,,2,2,1.000,1,0,1,7,4,1,2,5,26
82,1988-04-24,25-067,CHI,BOS,W (+7),1,44:00,16,25,.640,0,1,.000,14,15,.933,0,6,6,6,1,1,3,3,46
1,1988-11-04,25-261,CHI,DET,L (-13),1,43:00,10,19,.526,0,2,.000,8,12,.667,1,4,5,7,5,2,2,5,28
2,1988-11-05,25-262,CHI,WSB,W (+13),1,39:00,9,21,.429,0,0,,11,12,.917,0,2,2,7,3,0,5,4,29
3,1988-11-08,25-265,CHI,NYK,L (-9),1,39:00,13,21,.619,2,3,.667,3,3,1.000,2,1,3,9,2,0,4,5,31
4,1988-11-09,25-266,CHI,BOS,W (+6),1,42:00,18,33,.545,2,4,.500,14,16,.875,0,3,3,2,9,2,2,4,52
5,1988-11-11,25-268,CHI,NJN,W (+12),1,41:00,14,24,.583,0,1,.000,8,11,.727,1,5,6,3,3,4,6,2,36
6,1988-11-12,25-269,CHI,NJN,L (-6),1,43:00,17,31,.548,0,3,.000,8,12,.667,2,5,7,6,3,1,1,2,42
7,1988-11-15,25-272,CHI,PHI,W (+13),1,43:00,14,27,.519,0,0,,5,6,.833,1,5,6,6,5,1,3,2,33
8,1988-11-16,25-273,CHI,PHI,L (-13),1,43:00,24,29,.828,0,1,.000,4,4,1.000,3,6,9,1,4,2,4,2,52
9,1988-11-18,25-275,CHI,ATL,W (+3),1,49:00,12,21,.571,0,0,,10,13,.769,1,8,9,9,1,0,6,4,34
10,1988-11-22,25-279,CHI,SAC,W (+16),1,38:00,16,20,.800,0,0,,0,0,,1,10,11,8,1,1,2,3,32
11,1988-11-23,25-280,CHI,LAC,L (-8),1,41:00,7,15,.467,1,2,.500,11,12,.917,2,10,12,7,5,4,6,4,26
12,1988-11-26,25-283,CHI,DEN,L (-5),1,44:00,19,27,.704,3,5,.600,11,14,.786,2,9,11,7,1,0,6,3,52
13,1988-11-29,25-286,CHI,GSW,L (-10),1,43:00,11,24,.458,0,1,.000,4,4,1.000,2,8,10,7,4,0,3,3,26
14,1988-11-30,25-287,CHI,UTA,L (-14),1,39:00,11,25,.440,0,1,.000,11,13,.846,4,4,8,5,2,1,3,1,33
15,1988-12-03,25-290,CHI,DAL,W (+13),1,43:00,16,31,.516,0,0,,7,8,.875,3,8,11,6,2,3,2,5,39
16,1988-12-06,25-293,CHI,BOS,W (+5),1,43:00,14,20,.700,0,0,,10,11,.909,2,7,9,5,5,0,6,4,38
17,1988-12-07,25-294,CHI,DET,L (-13),1,40:00,4,16,.250,0,0,,10,11,.909,3,4,7,7,1,2,3,1,18
18,1988-12-09,25-296,CHI,MIL,W (+18),1,40:00,10,17,.588,0,2,.000,15,17,.882,3,8,11,5,1,1,5,3,35
19,1988-12-10,25-297,CHI,MIA,W (+23),1,37:00,14,25,.560,1,2,.500,9,10,.900,2,9,11,4,2,0,1,3,38
20,1988-12-13,25-300,CHI,ATL,L (-18),1,41:00,11,24,.458,0,1,.000,6,6,1.000,2,12,14,6,2,0,1,3,28
21,1988-12-16,25-303,CHI,IND,W (+7),1,38:00,10,22,.455,0,3,.000,8,9,.889,3,4,7,7,6,0,2,4,28
22,1988-12-17,25-304,CHI,MIL,W (+19),1,40:00,12,25,.480,0,1,.000,12,12,1.000,0,6,6,5,3,0,3,2,36
23,1988-12-20,25-307,CHI,LAL,W (+13),1,39:00,11,23,.478,2,3,.667,18,22,.818,4,3,7,8,4,0,1,0,42
24,1988-12-23,25-310,CHI,CHH,L (-2),1,41:00,14,26,.538,0,0,,5,6,.833,2,3,5,4,6,0,7,5,33
25,1988-12-27,25-314,CHI,CLE,L (-11),1,42:00,18,30,.600,1,1,1.000,6,6,1.000,3,9,12,4,3,0,4,3,43
26,1988-12-29,25-316,CHI,NYK,W (+2),1,40:00,14,27,.519,0,2,.000,9,12,.750,1,8,9,3,3,0,3,2,37
27,1988-12-30,25-317,CHI,IND,W (+16),1,37:00,13,26,.500,0,0,,5,5,1.000,2,5,7,4,4,2,2,1,31
28,1989-01-03,25-321,CHI,LAC,W (+5),1,47:00,15,30,.500,0,3,.000,11,15,.733,1,9,10,11,6,0,4,5,41
29,1989-01-05,25-323,CHI,CLE,L (-5),1,41:00,13,24,.542,1,2,.500,5,5,1.000,2,9,11,7,2,0,2,2,32
30,1989-01-06,25-324,CHI,UTA,L (-14),1,37:00,12,21,.571,0,0,,3,5,.600,1,4,5,4,2,1,2,2,27
31,1989-01-10,25-328,CHI,ATL,W (+3),1,41:00,17,29,.586,0,2,.000,14,16,.875,4,6,10,9,3,0,4,2,48
32,1989-01-11,25-329,CHI,CHH,W (+5),1,40:00,7,15,.467,0,0,,10,11,.909,1,3,4,10,3,1,6,4,24
33,1989-01-13,25-331,CHI,DEN,W (+5),1,46:00,13,24,.542,0,1,.000,12,13,.923,1,11,12,11,3,0,6,4,38
34,1989-01-15,25-333,CHI,BOS,W (+6),1,41:00,13,23,.565,0,3,.000,16,17,.941,1,8,9,11,8,0,2,2,42
35,1989-01-17,25-335,CHI,IND,W (+7),1,44:00,10,18,.556,0,1,.000,2,4,.500,1,5,6,13,4,1,2,4,22
36,1989-01-19,25-337,CHI,MIA,W (+4),1,41:00,14,25,.560,0,1,.000,6,8,.750,3,2,5,7,2,1,1,3,34
37,1989-01-21,25-339,CHI,PHO,L (-9),1,41:00,20,28,.714,0,0,,13,15,.867,1,13,14,8,2,1,4,4,53
38,1989-01-24,25-342,CHI,DAL,W (+18),1,33:00,10,20,.500,0,1,.000,4,5,.800,1,2,3,6,3,0,1,1,24
39,1989-01-25,25-343,CHI,PHI,L (-12),1,45:00,14,25,.560,0,0,,5,5,1.000,0,6,6,12,2,1,2,5,33
40,1989-01-27,25-345,CHI,WSB,W (+11),1,39:00,14,25,.560,0,0,,5,8,.625,3,8,11,9,3,1,1,4,33
41,1989-01-31,25-349,CHI,DET,L (-6),1,41:00,7,24,.292,0,1,.000,7,10,.700,3,9,12,10,2,1,5,6,21
42,1989-02-02,25-351,CHI,SAC,W (+11),1,40:00,15,21,.714,0,0,,10,12,.833,1,6,7,8,4,0,6,2,40
43,1989-02-03,25-352,CHI,HOU,L (-7),1,45:00,10,24,.417,0,1,.000,9,12,.750,2,4,6,10,5,1,3,3,29
44,1989-02-05,25-354,CHI,DET,L (-11),1,42:00,10,18,.556,1,4,.250,7,8,.875,2,4,6,10,1,1,1,3,28
45,1989-02-07,25-356,CHI,CHH,W (+25),1,32:00,11,20,.550,1,2,.500,9,10,.900,2,5,7,5,2,0,3,3,32
46,1989-02-09,25-358,CHI,SAS,W (+5),1,43:00,9,20,.450,0,0,,5,8,.625,3,3,6,9,2,1,6,2,23
47,1989-02-14,25-363,CHI,ATL,L (-8),1,36:00,11,14,.786,1,1,1.000,9,16,.563,2,3,5,3,3,1,3,4,32
48,1989-02-16,25-365,CHI,MIL,W (+1),1,40:00,16,26,.615,1,2,.500,17,18,.944,2,6,8,5,3,0,4,4,50
49,1989-02-19,26-002,CHI,MIL,W (+2),1,40:00,9,19,.474,0,0,,5,6,.833,0,3,3,9,2,3,7,4,23
50,1989-02-20,26-003,CHI,POR,W (+4),1,36:00,13,22,.591,0,0,,7,8,.875,2,4,6,7,1,0,4,3,33
51,1989-02-22,26-005,CHI,CHH,W (+28),1,37:00,10,14,.714,0,1,.000,4,5,.800,0,4,4,5,1,0,6,4,24
52,1989-02-24,26-007,CHI,HOU,W (+9),1,38:00,10,18,.556,0,0,,13,15,.867,0,4,4,8,4,0,2,2,33
53,1989-02-25,26-008,CHI,ATL,L (-30),1,30:00,7,12,.583,0,0,,4,5,.800,1,4,5,3,3,0,4,3,18
54,1989-02-28,26-011,CHI,SAS,W (+19),1,34:00,11,16,.688,0,0,,2,2,1.000,4,2,6,8,2,1,4,1,24
55,1989-03-03,26-014,CHI,MIL,W (+6),1,41:00,10,18,.556,1,1,1.000,7,11,.636,2,6,8,9,2,1,6,4,28
56,1989-03-04,26-015,CHI,NYK,L (-18),1,42:00,10,16,.625,0,0,,8,8,1.000,1,2,3,10,2,0,4,4,28
57,1989-03-07,26-018,CHI,PHI,L (-2),1,39:00,15,27,.556,0,0,,4,5,.800,3,8,11,4,3,0,2,2,34
58,1989-03-11,26-022,CHI,SEA,W (+17),1,40:00,8,13,.615,0,0,,2,2,1.000,1,7,8,15,1,3,3,3,18
59,1989-03-13,26-024,CHI,IND,W (+32),1,30:00,7,15,.467,3,4,.750,4,4,1.000,3,11,14,14,3,2,1,0,21
60,1989-03-15,26-026,CHI,CLE,L (-24),1,38:00,12,22,.545,0,0,,4,5,.800,1,5,6,12,3,0,8,3,28
61,1989-03-17,26-028,CHI,NYK,W (+5),1,41:00,9,16,.563,2,2,1.000,13,14,.929,1,4,5,9,4,1,4,5,33
62,1989-03-18,26-029,CHI,IND,L (-11),1,44:00,11,24,.458,0,1,.000,6,7,.857,0,6,6,10,0,1,2,1,28
63,1989-03-21,26-032,CHI,LAL,W (+1),1,43:00,7,20,.350,0,0,,7,8,.875,1,7,8,16,1,0,5,3,21
64,1989-03-22,26-033,CHI,PHO,W (+1),1,37:00,10,20,.500,0,0,,12,12,1.000,0,10,10,9,1,0,3,5,32
65,1989-03-24,26-035,CHI,POR,W (+15),1,40:00,10,20,.500,1,3,.333,13,16,.813,3,4,7,17,6,0,7,4,34
66,1989-03-25,26-036,CHI,SEA,W (+1),1,40:00,8,18,.444,0,0,,5,5,1.000,1,11,12,12,3,0,6,3,21
67,1989-03-28,26-039,CHI,GSW,W (+9),1,40:00,13,24,.542,0,1,.000,7,9,.778,1,11,12,11,4,0,5,4,33
68,1989-03-29,26-040,CHI,MIL,W (+4),1,43:00,9,19,.474,0,1,.000,14,16,.875,1,9,10,10,2,1,4,4,32
69,1989-03-31,26-042,CHI,CLE,L (-9),1,43:00,15,29,.517,1,2,.500,6,7,.857,2,8,10,10,3,1,3,4,37
70,1989-04-02,26-044,CHI,NJN,W (+11),1,39:00,11,23,.478,0,1,.000,5,5,1.000,5,9,14,12,2,2,3,2,27
71,1989-04-04,26-046,CHI,CHH,W (+20),1,40:00,10,15,.667,0,2,.000,13,15,.867,4,6,10,12,6,1,3,1,33
72,1989-04-06,26-048,CHI,DET,L (-7),1,43:00,11,23,.478,1,5,.200,8,8,1.000,2,11,13,10,2,0,2,2,31
73,1989-04-07,26-049,CHI,DET,L (-2),1,42:00,11,18,.611,0,0,,18,21,.857,1,6,7,11,2,0,1,6,40
74,1989-04-09,26-051,CHI,ATL,L (-8),1,43:00,13,29,.448,0,3,.000,14,14,1.000,4,6,10,12,1,0,2,3,40
75,1989-04-13,26-055,CHI,IND,L (-4),1,46:00,17,30,.567,0,1,.000,13,14,.929,2,9,11,13,4,2,4,3,47
76,1989-04-14,26-056,CHI,NJN,L (-12),1,38:00,12,27,.444,0,1,.000,5,7,.714,2,8,10,12,3,2,4,2,29
77,1989-04-16,26-058,CHI,CLE,L (-19),1,27:00,8,14,.571,0,1,.000,6,6,1.000,0,3,3,3,2,1,5,2,22
78,1989-04-17,26-059,CHI,NYK,W (+4),1,42:00,11,21,.524,1,3,.333,11,13,.846,1,10,11,9,2,3,5,3,34
79,1989-04-20,26-062,CHI,WSB,L (-2),1,39:00,9,20,.450,0,0,,12,13,.923,2,3,5,4,1,1,6,4,30
80,1989-04-21,26-063,CHI,WSB,W (+2),1,42:00,13,31,.419,0,0,,8,11,.727,6,8,14,11,2,1,1,1,34
81,1989-04-23,26-065,CHI,CLE,L (-6),1,35:00,9,19,.474,0,2,.000,7,8,.875,3,2,5,3,1,0,3,3,25
1,1989-11-03,26-259,CHI,CLE,W (+5),1,47:00,19,31,.613,1,2,.500,15,17,.882,3,11,14,6,3,1,0,3,54
2,1989-11-04,26-260,CHI,BOS,L (-2),1,34:00,10,18,.556,0,3,.000,4,6,.667,0,5,5,6,5,1,4,5,24
3,1989-11-07,26-263,CHI,DET,W (+3),1,44:00,13,24,.542,0,2,.000,14,17,.824,2,3,5,7,3,0,4,1,40
4,1989-11-08,26-264,CHI,MIN,W (+12),1,40:00,15,24,.625,1,1,1.000,14,14,1.000,1,5,6,2,2,0,3,2,45
5,1989-11-10,26-266,CHI,NJN,L (-10),1,41:00,8,22,.364,0,0,,10,11,.909,3,3,6,5,2,0,2,4,26
6,1989-11-11,26-267,CHI,SEA,W (+7),1,34:00,8,15,.533,1,2,.500,8,9,.889,0,4,4,6,3,1,4,4,25
7,1989-11-14,26-270,CHI,SAC,W (+2),1,40:00,11,25,.440,1,1,1.000,4,8,.500,6,7,13,7,2,0,4,2,27
8,1989-11-15,26-271,CHI,UTA,L (-1),1,38:00,12,26,.462,0,3,.000,16,19,.842,1,9,10,3,1,0,2,3,40
9,1989-11-18,26-274,CHI,SEA,L (-9),1,39:00,12,26,.462,3,8,.375,5,7,.714,3,3,6,7,1,0,2,3,32
10,1989-11-21,26-277,CHI,POR,L (-11),1,36:00,5,13,.385,1,3,.333,5,6,.833,0,0,0,7,2,0,4,1,16
11,1989-11-22,26-278,CHI,PHO,W (+5),1,44:00,12,30,.400,1,3,.333,9,10,.900,2,5,7,7,2,0,2,2,34
12,1989-11-25,26-281,CHI,GSW,W (+13),1,41:00,12,29,.414,1,5,.200,4,5,.800,6,8,14,9,3,0,3,3,29
